,Merchant_String,Labels,Predictions,Confidence,CorrectPrediction
401,jimmy johns 3939 e z5814z,jimmyjohns,jimmyjohns,0.9999999981034335,1
402,paypal ckccomputer z5732z,paypal,paypal,0.9999499550884104,1
403,paypal tianyunxian z5331z,paypal,paypal,0.9998526389829658,1
404,8777 tara boulevar z6011z,atm,atm,0.9999968894726183,1
405,uber eats ky5eo z4121z,uber,uber,1.0,1
406,kids foot locker 46713 z5661z,footlocker,footlocker,0.9999999999955094,1
407,paypal beazerjacki z8999z,paypal,paypal,0.9999941015563429,1
408,wendys #0260 z5812z,wendys,wendys,0.8469713851577539,1
409,target t 5225 elmore z5411z,target,target,0.9999999998735234,1
410,jcpenney 2912 z5311z,jcpenney,jcpenney,0.9737406413406756,1
411,applebees 9073 z5812z,applebees,applebees,0.8195559256825731,1
412,pt chase rd(s d z6011z,atm,atm,0.9999999970442559,1
413,american eagle farmington ctus z5691z,americaneagle,americaneagle,0.5482746041098374,1
414,1440 rice st z6011z,atm,atm,0.9999999991390354,1
415,burger king #7604,burgerking,burgerking,0.999999993128661,1
416,urban out 43 broadway z5651z,urbanoutfitters,urbanoutfitters,0.9999947660298838,1
417,t swirl crepe,tswirlcrepe,target,0.826312115398043,0
418,potbelly #210 z5812z,potbelly,atm,0.2546463422316348,0
419,giant 131 z5541z,giant,giant,0.3043328391619236,1
420,taco bell #029098 z5814z,tacobell,tacobell,0.9999999987956834,1
421,400 n 59th street z6011z,atm,atm,0.9999999999442082,1
422,walgreens store 110 ha z5912z,walgreens,walgreens,0.9999999999936193,1
423,claire s #6298 z5631z,claires,claires,0.9999991431222431,1
424,uber eats 7msbg,uber,uber,0.9999999999977831,1
425,mcdonald s f12309 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
426,paypal blizzardent z7994z,paypal,paypal,0.9999497556944441,1
427,paypal joey mac z5199z,paypal,paypal,0.9996765810592497,1
428,pizza hut 033585 z5812z,pizzahut,pizzahut,0.9999999321829686,1
429,sunoco 02277622 z5541z,sunoco,sunoco,0.9915637173853852,1
430,wal mart #0072 z5411z,walmart,walmart,0.9999999997389466,1
431,circle k 08596 z5541z,circlek,circlek,0.9999999945811169,1
432,google minecraft z5734z,minecraft,googleplay,0.5818540272373199,0
433,ross stores #1261 richardson txus z531z,rossstores,rossstores,0.9999997587565594,1
434,7 eleven 39204 z5542z,seveneleven,seveneleven,0.9999993411022498,1
435,uber eats 7rvwy,uber,uber,0.9999999999977831,1
436,etsy com emmafosterd z5699z,etsy,etsy,0.9999975672119097,1
437,gamestop 2930 towne b,gamestop,gamestop,0.999872802792393,1
438,taco bell #029044 z5814z,tacobell,tacobell,0.9999999987956834,1
439,nike charleston 101 z5655z,nike,nike,0.5162906069403785,1
440,petsmart #3025 z5995z,petsmart,petsmart,0.98699575713638,1
441,lyft temp auth z4121z,lyft,lyft,0.9998705770684989,1
442,3400 river road z6011z,atm,atm,0.9999999999565148,1
443,hollister 3101 pga blv z5691z,hollister,hollister,0.9007222261322145,1
444,burger king #10436 z5814z,burgerking,burgerking,0.9999999904848025,1
445,foodtown iga #2 z5411z,foodtown,kroger,0.6400644070202671,0
446,1304 north cutting ave z6011z,atm,atm,0.9999999999567564,1
447,wetzel s pretzels #k6 z5814z,wetzelspretzels,wetzelspretzels,0.9987614102953911,1
448,200 n main st z6011z,atm,atm,1.0,1
449,501 n second z6011z,atm,atm,0.9999996264902351,1
450,hollister #0118 z5691z,hollister,hollister,0.9914497925954868,1
451,staples 0322 z5943z,staples,staples,0.9805425619084706,1
452,dunkin #338224 q35 z5814z,dunkindonuts,dunkindonuts,0.9999999201664093,1
453,potbelly #311 z5812z,potbelly,pizzahut,0.3286807882273065,0
454,ventra vending 08802 z4111z,vendingmachine,vendingmachine,0.9997625699283927,1
455,cvs pharm 04943 10 gi z5912z,cvs,cvs,0.9999999997049684,1
456,starbucks store 09364 z5814z,starbucks,starbucks,0.9999999997664837,1
457,sunoco 09012626 z5541z,sunoco,sunoco,0.9915637173853852,1
458,old navy us 7830 z5651z,oldnavy,oldnavy,0.9999999999998153,1
459,uber eats 5aikq help u z4121z,uber,uber,1.0,1
460,uber trip z7i5s z4121z,uber,uber,1.0,1
461,8997 avenue c z6011z,atm,atm,0.9999996258407637,1
462,hanover atlee station z6011z,atm,atm,0.9999840845384024,1
463,chipotle 1214 z5814z,chipotle,chipotle,0.9286423324062375,1
464,909 arch st z6011z,atm,atm,0.9999999963873805,1
465,superamerica 4298 z5541z,superamerica,chevron,0.15194522848951922,0
466,5guys 0113 qsr z5814z,fiveguys,fiveguys,0.9990481050871408,1
467,chick fil a #02161 z5814z,chickfila,chickfila,1.0,1
468,target t 12602 n para z5411z,target,target,0.9999999972525018,1
469,taco bell #31836 z5814z,tacobell,tacobell,0.9999999987956834,1
470,the home depot #3817 z52z,homedepot,homedepot,0.9999999999999432,1
471,starbucks store 10691 z5814z,starbucks,starbucks,0.9999999995572324,1
472,sonic drive in #5792 z5814z,sonic,sonic,1.0,1
473,wholefds 6689 las veg z5411z,wholefoods,wholefoods,0.9992551834352813,1
474,chipotle 1550 z5814z,chipotle,chipotle,0.9281314725065163,1
475,south strt fc z6011z,atm,atm,0.9999997932252996,1
476,zumiez #182 z5651z,zumiez,zumiez,0.9598385754623695,1
477,uber eats poxgh z4121z,uber,uber,1.0,1
478,dsw stree 2555 sand cr z5661z,dsw,atm,0.6463979379864563,0
479,uber eats 3zufs,uber,uber,0.9999999999977831,1
480,waffle house 1470 z5812z,wafflehouse,wafflehouse,0.9999992130970595,1
481,amc fairlane 21 #2912 z7832z,amc,amc,0.997978174518699,1
482,meijer # 311 1540 28th z5411z,meijer,meijer,0.7047199951979132,1
483,kroger #8 6417 columbu z5411z,kroger,kroger,0.9999999886709078,1
484,cvs pharmacy #09493 z5912z,cvs,cvs,0.9999999441803327,1
485,paypal wolfhofman 4029357733 caus z5999z,paypal,paypal,0.9999999999998153,1
486,childrens hospital din z5814z,aldi,mcdonalds,0.4504318825044776,0
487,uber eats 6pikj,uber,uber,0.999999999988642,1
488,rite aid store 5890 z5912z,riteaidpharmacy,riteaidpharmacy,0.9999999999997016,1
489,chick fil a #00745 z5814z,chickfila,chickfila,1.0,1
490,grumpys bp z5541z,bp,bp,0.9998997195082379,1
491,dairy queen attlesbo z5814z,dairyqueen,dairyqueen,0.9999999565256462,1
492,starbucks store 16208 z5814z,starbucks,starbucks,0.9999999997664837,1
493,s building 6220 s mai z6011z,atm,atm,0.9995826299438286,1
494,nike bend 053 z5655z,nike,nike,0.960670452354387,1
495,target t 1971 10025 e z531z,target,target,0.9999999410521543,1
496,safeway fuel 1681 z5542z,safeway,safeway,0.9999878960215479,1
497,gamestop #6706 z7993z,gamestop,gamestop,0.9999624260178299,1
498,starbucks store 29374 z5814z,starbucks,starbucks,0.9999999997664837,1
499,kroger 1009 west ma,kroger,atm,0.7610601045406459,0
500,ulta #769 z5399z,ultabeauty,ultabeauty,0.9975733219691666,1
501,paypal matthewjoyc z5999z,paypal,paypal,0.9999816171537836,1
502,chick fil a #00528 z5814z,chickfila,chickfila,1.0,1
503,ross stores #2000 z531z,rossstores,rossstores,0.9999967969757075,1
504,uber eats 6ljqo z4121z,uber,uber,0.9999999999999964,1
505,uber eats 63rm2,uber,uber,0.9999999999977831,1
506,facebk z78bpe6fw2,bp,uber,0.11527435772893098,0
507,cvs pharm 09947 2035 z5912z,cvs,cvs,0.9999999995139248,1
508,cvs pharm 05710 120 5 z5912z,cvs,cvs,0.999999999873296,1
509,barnesnob 2500 n mayf z5942z,barnesandnoble,barnesandnoble,0.9844284374659128,1
510,paypal barba adrien z4829z,paypal,paypal,0.9999753800300135,1
511,kohls 064 395 cross ro z5311z,kohls,kohls,0.9823730259150754,1
512,uber eats rvdi4 z4121z,uber,uber,1.0,1
513,pizza hut #30223 z5812z,pizzahut,pizzahut,0.9999999321829686,1
514,paypal gloryprofit z7994z,paypal,paypal,0.9999497556944441,1
515,rite aid store 5668 z5912z,riteaidpharmacy,riteaidpharmacy,0.999999999999929,1
516,uber eats admya,uber,uber,0.9999999999977831,1
517,smoothie king 1384 z5814z,smoothieking,smoothieking,0.9946960245964351,1
518,uber eats dgmby z4121z,uber,uber,1.0,1
519,chipotle 2841 z5814z,chipotle,chipotle,0.9238765034725926,1
520,king soopers #609 fuel z5541z,kingsoopers,chevron,0.47845517991296876,0
521,dollar ge 306 mutual b z531z,dollargeneral,dollargeneral,0.999999999999801,1
522,taco bell hilltop z5814z,tacobell,tacobell,0.9999999988368771,1
523,walgreens store 660 w z5912z,walgreens,walgreens,0.9999999999943867,1
524,meijer # 143 8870 colu z5411z,meijer,meijer,0.75340057793733,1
525,uber trip 3ymyi z4121z,uber,uber,1.0,1
526,129 william street z6011z,atm,atm,0.9999999997247073,1
527,dollar ge 131 market s z531z,dollargeneral,dollargeneral,0.9999999999999574,1
528,sonic drive in #3754 z5814z,sonic,sonic,1.0,1
529,uber trip u6crs z4121z,uber,uber,1.0,1
530,macy s 757 5700 g z5311z,macys,macys,0.9999999993072493,1
531,panera bread #203866 z5812z,panerabread,panerabread,0.9999999967501836,1
532,gamestop 7250 rivers z7993z,gamestop,gamestop,0.9999989826590708,1
533,kroger #3 3535 longmir z5411z,kroger,kroger,0.9999944756595592,1
534,5guys 213 lakela z5814z,fiveguys,mcdonalds,0.41306661997175376,0
535,sonic drive in #4077 z5814z,sonic,sonic,1.0,1
536,uber eats j5zb7 z4121z,uber,uber,1.0,1
537,sunoco 0925410300 z5542z,sunoco,sunoco,0.9924002185576334,1
538,1905 mccooy road z6011z,atm,atm,0.9999999935762247,1
539,wholefds tsq 102 544 s z5411z,wholefoods,wholefoods,0.9068649256856206,1
540,100 sentara circle z6011z,atm,atm,0.9999947822009704,1
541,dairy queen #41827 z5814z,dairyqueen,dairyqueen,0.9999999565256462,1
542,walmart acct annex caf z5814z,walmart,mcdonalds,0.49555549602545035,0
543,436 oakshade rd z6011z,atm,atm,0.999999995438678,1
544,arby s # 387 z5814z,arbys,arbys,0.5957858916098453,1
545,foot locker 07387 z5661z,footlocker,footlocker,0.999999179952186,1
546,2702 s clinton st z6011z,atm,atm,0.99999999968243,1
547,rte 376 gulf z5541z,gulf,gulf,0.9197969210367657,1
548,cvs pharm 02330 carro z5912z,cvs,cvs,0.9999999997440696,1
549,mcdonald s f10883 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
550,marshalls #439 z5651z,marshalls,marshalls,0.9893312713446577,1
551,uber trip goho6 z4121z,uber,uber,1.0,1
552,gamestop 518 geneva a,gamestop,gamestop,0.9998013385040009,1
553,uber eats tkj6f z4121z,uber,uber,1.0,1
554,mcdonald s f5773 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
555,neathery s bp z5541z,bp,bp,0.9999958133771998,1
556,sunoco 0128849700 z5541z,sunoco,sunoco,0.9915637173853852,1
557,paypal happenatali z8999z,paypal,paypal,0.9999941015563429,1
558,fedexoffice #0000166 z7338z,fedex,fedex,0.2582551170088483,1
559,taco bell #24770 z5814z,tacobell,tacobell,0.9999999987956834,1
560,uber trip k3y56,uber,uber,0.9999999999925802,1
561,uber trip dof3r,uber,uber,0.9999999999985647,1
562,uber trip ohgcp,uber,uber,0.9999999999925802,1
563,marshalls 61 rhl blvd z5651z,marshalls,marshalls,0.8174379544690995,1
564,pizza hut 11319 z5812z,pizzahut,pizzahut,0.9999999327433025,1
565,4232 amc southridge 12 z7832z,amc,amc,0.9999936354320872,1
566,paypal kuahaixiake z7278z,paypal,paypal,0.9993096218191895,1
567,starbucks store 07587 z5814z,starbucks,starbucks,0.9999999997664837,1
568,uber trip 3jct6 z4121z,uber,uber,1.0,1
569,macys jefferson valle,macys,macys,0.9204304960936227,1
570,family dollar #1457 z5331z,familydollar,familydollar,0.9999688088683828,1
571,starbucks store 13662 z5814z,starbucks,starbucks,0.9999999997664837,1
572,panera bread #600601 z5812z,panerabread,panerabread,0.9999999967501836,1
573,paypal zermeno juan z4829z,paypal,paypal,0.9999843904122064,1
574,chick fil a #03524 z5814z,chickfila,chickfila,1.0,1
575,wendy s south di z5814z,wendys,wendys,0.9998940988649191,1
576,papa johns #1723 z5814z,papajohns,papajohns,0.9946965306691914,1
577,kroger fu 1161 e dayt z5542z,kroger,kroger,0.9999999904488703,1
578,gamestop 11720 medloc z7993z,gamestop,gamestop,0.9999990055042189,1
579,4298 hwy 1 z6011z,atm,atm,0.9999999991508446,1
580,burger king #2973 z5814z,burgerking,burgerking,0.9999999931279149,1
581,burger king #6617 z5814z,burgerking,burgerking,0.9999999918878117,1
582,paypal whitecat384 z5977z,paypal,paypal,0.9999242556693272,1
583,paypal smartallian z5331z,paypal,paypal,0.9998526389829658,1
584,338 n pulaski st z6011z,atm,atm,0.9999999999366622,1
585,jimmy johns 2874 e z5814z,jimmyjohns,jimmyjohns,0.9999999975302956,1
586,chipotle 0282 z5814z,chipotle,chipotle,0.9324275988633658,1
587,paypal timthetatma 4029357733 nyus z5945z,atm,paypal,0.9999995983106186,0
588,target t 1209 z531z,target,target,0.9999999934491512,1
589,1944 s main street z6011z,atm,atm,1.0,1
590,rite aid store 10207 z5912z,riteaidpharmacy,riteaidpharmacy,0.9999999999997016,1
591,uber trip bnw4p z4121z,uber,uber,1.0,1
592,1415 byrne rd z6011z,atm,atm,0.999999999225416,1
593,arby s 5129 z5814z,arbys,arbys,0.6181456283872224,1
594,sprinkles cupcakes 005 z5814z,sprinklescupcake,mcdonalds,0.46532560693460945,0
595,goodwill #5518 z5931z,goodwill,goodwill,0.9816434642623448,1
596,speedway 06676 hob z5541z,speedway,speedway,0.9877724268263727,1
597,1031 virginia ave z6011z,atm,atm,0.9999999999945572,1
598,staples 0880 z5943z,staples,staples,0.9811661721697273,1
599,sunoco 0387808900 z5541z,sunoco,sunoco,0.9915637173853852,1
600,cvs pharm 03025 1385 z5912z,cvs,cvs,0.9999999997437996,1
601,uber trip sgz7u z4121z,uber,uber,1.0,1
602,1050 nostrand avenue z6011z,atm,atm,0.9999999999986358,1
603,mcdonald s f18978 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
604,racetrac141 z5541z,racetrac,chevron,0.16721284696322877,0
605,paypal marosstv z8999z,paypal,paypal,0.9999941015563429,1
606,chipotle 1903 newington ctus z5814z,chipotle,chipotle,0.9961010983883679,1
607,gamestop #4173 z7993z,gamestop,gamestop,0.9999700985416222,1
608,target t 1398 z5411z,target,target,0.9999999999790674,1
609,chipotle 1911 z5814z,chipotle,chipotle,0.9238767118309867,1
610,starbucks store 47109 z5814z,starbucks,starbucks,0.9999999997664837,1
611,panera bread #1160,panerabread,panerabread,0.9999999791707739,1
612,arco 82569 z5541z,arco,arco,0.9139781558651963,1
613,taco bell 032668 z5814z,tacobell,tacobell,0.9999999987956834,1
614,paypal hollyhatton z5999z,paypal,paypal,0.9999816171537836,1
615,speedway 06487 z5541z,speedway,speedway,0.9822438468315319,1
616,paypal bestbuyonli z5719z,bestbuy,paypal,0.9998857459806041,0
617,cvs pharm 02307 stapl z5912z,cvs,cvs,0.9999999997437783,1
618,dollar general # 1705 z531z,dollargeneral,dollargeneral,0.9999999999985647,1
619,safeway store 0908 z5411z,safeway,safeway,0.9999996670640371,1
620,popeyes chicken 3336 z5812z,popeyes,popeyes,0.9989187085378214,1
621,mcdonald s f35369 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
622,ulta #1088 z5399z,ultabeauty,ultabeauty,0.9980082920106699,1
623,walgreens store 33 e 2 z5912z,walgreens,walgreens,0.9999999999954525,1
624,aramark gu medical cen z5814z,aramark,mcdonalds,0.3342968523964884,0
625,ihop #3157 z5812z,ihop,ihop,0.9644539157751242,1
626,popeyes #10519 z5814z,popeyes,popeyes,0.3438444338185274,1
627,bp#9515263auto bahn bp z5542z,bp,bp,0.9999997961896477,1
628,target t 200 n market z5411z,target,target,0.9999999434285358,1
629,icing #8633 houston txus,icing,atm,0.3577260955551088,0
630,mcdonald s f25751 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
631,pizza hut 2089 z5812z,pizzahut,pizzahut,0.9999999317506175,1
632,uber eats bhypz z4121z,uber,uber,0.9999999999999964,1
633,paypal carnut5525 z5945z,paypal,paypal,0.9999695135737301,1
634,255 kingston avenue z6011z,atm,atm,0.9999999997810107,1
635,pizza hut 033684 z5812z,pizzahut,pizzahut,0.9999999321829686,1
636,uber trip efw7z z4121z,uber,uber,1.0,1
637,walgreens store 8097 h z5912z,walgreens,walgreens,0.9999999999943654,1
638,wawa 939 z5541z,wawa,wawa,0.9016085725982362,1
639,wal mart #4564 z5411z,walmart,walmart,0.9999999997389821,1
640,100 n lyon blvd z6011z,atm,atm,0.9999999999887947,1
641,big lots 1990 s acade,biglots,biglots,0.9999848598782202,1
642,uber eats mc4mz z4121z,uber,uber,1.0,1
643,paypal xuchangbin z5311z,paypal,paypal,0.9997446459857255,1
644,aramark rabobank arena z5947z,aramark,aramark,0.572200097021308,1
645,chick fil a #03141 z5814z,chickfila,chickfila,1.0,1
646,uber trip eeqzb,uber,uber,0.9999999999985647,1
647,victoria s secret 0708 z5621z,victoriassecret,victoriassecret,0.9999999999999716,1
648,wendys 26 z5814z,wendys,wendys,0.9948616855521625,1
649,domino s 1554 z5814z,dominos,dominos,0.9998926370837907,1
650,cvs pharm 01750 7575 z5912z,cvs,cvs,0.9999999997438636,1
651,dollar tr 6449 central z5331z,dollartree,dollartree,0.9999999230738185,1
652,4201 great clips at co z723z,greatclips,greatclips,0.9999999999979536,1
653,starbucks store 10787 z5814z,starbucks,starbucks,0.9999999997261071,1
654,coco & cru new york nyus,cocoandcru,starbucks,0.9750760223581649,0
655,paypal guangzhouju z7379z,paypal,paypal,0.9991405467801181,1
656,wal mart #3645 z5411z,walmart,walmart,0.9999999997389608,1
657,tjmaxx #0 7404 sw 34th z5651z,tjmaxx,tjmaxx,0.999999879394075,1
658,apple store #r042 310 z5732z,apple,apple,0.9999999471747302,1
659,the home depot #0140 z52z,homedepot,homedepot,0.9999999999999574,1
660,frys food 3255 s rura tempe az z5411z,frysfood,frysfood,0.9999924977990743,1
661,metro airport parking z7523z,parking,parking,0.9999992519699061,1
662,uber trip icmy2,uber,uber,0.9999999999985647,1
663,speedway 08713 bay z5541z,speedway,speedway,0.9966695844121495,1
664,academy sports #141 z5941z,academysports,academysports,0.9999485051119085,1
665,uber trip djxt3,uber,uber,0.9999999999925802,1
666,nordstrom 500 port of z5311z,nordstrom,nordstrom,0.6851992635404771,1
667,barnesnob 5303 fm 1960 z5942z,barnesandnoble,barnesandnoble,0.7950863624943113,1
668,southern meat market z5999z,atm,atm,0.999743318422124,1
669,circle k 00695 428 s v z5541z,circlek,circlek,0.9999999192788384,1
670,uber trip 4hv53,uber,uber,0.9999999999985647,1
671,coca cola chicago z5814z,cocacola,cocacola,0.9995702939639092,1
672,wendy s # 4113 z5814z,wendys,wendys,0.9999601928834333,1
673,amc tyngsboro 12 #0812 z7832z,amc,amc,0.9998459427032014,1
674,kfc g135101 z5814z,kfc,kfc,0.6349239415470637,1
675,walgreens store 7109 s z5912z,walgreens,walgreens,0.9999999999931788,1
676,panda express independence mous z5814z,pandaexpress,pandaexpress,0.9965064519622912,1
677,8064 brewereton road z6011z,atm,atm,0.9999999856703284,1
678,domino s 6737 z5814z,dominos,dominos,0.9998833927600237,1
679,dollar ge 195 highway z531z,dollargeneral,dollargeneral,0.9999999999999005,1
680,aeropostale #120 z5691z,aeropostale,aeropostale,0.9647382338942994,1
681,uber eats vimkk z4121z,uber,uber,1.0,1
682,chevron dow oil compan z5541z,chevron,chevron,0.9999477401828327,1
683,1216 surf avenue z6011z,atm,atm,0.9999999951288387,1
684,panera bread #601875 z5812z,panerabread,panerabread,0.9999999967501836,1
685,caseys gen store 0092 z5541z,caseys,caseys,0.99999999999946,1
686,costco whse #0306 z53z,costco,costco,0.9999994574520608,1
687,frys food 1935 n stap z5411z,frysfood,frysfood,0.9832934897824457,1
688,wawa 148 z5542z,wawa,wawa,0.8491173231833806,1
689,sunoco 07344518 z5541z,sunoco,sunoco,0.9915637173853852,1
690,starbucks store 02290 z5814z,starbucks,starbucks,0.9999999997524966,1
691,target t 8210 renaiss z5411z,target,target,0.9999999984254941,1
692,paypal miller michael z4829z,paypal,paypal,0.9999938360598833,1
693,nike woodburn 129 z5655z,nike,nike,0.8387006297215275,1
694,uber trip atydq z4121z,uber,uber,1.0,1
695,taco bell #1938 z5814z,tacobell,tacobell,0.999999998836735,1
696,gamestop 6910 fayette,gamestop,gamestop,0.9993706414339917,1
697,dollar ge 1995 highway z531z,dollargeneral,dollargeneral,0.9999999999998934,1
698,dollar ge us 41 z531z,dollargeneral,dollargeneral,0.9999999999999858,1
699,cvs pharm 05790 11271 z5912z,cvs,cvs,0.9999999997438778,1
700,etsy com bittyandboho718 8557955 nyus z5699z,etsy,etsy,0.9999999999992326,1
701,7 eleven 43 z5541z,seveneleven,seveneleven,0.9999980482529414,1
702,mcdonald s f16243 z5814z,mcdonalds,mcdonalds,0.999999999533074,1
703,mc donald s z5814z,mcdonalds,mcdonalds,0.999999567344639,1
704,gamestop 3192 s linde,gamestop,gamestop,0.9356345728139238,1
705,etsy com slimeypeach z5699z,etsy,etsy,0.9999975672119097,1
706,gamestop 207 s 72nd s,gamestop,gamestop,0.9993758690609931,1
